Efficiency bounds for missing data models with semiparametric restrictions||Bryan S. Graham
Molecular Mechanisms of Hepatocellular Carcinoma||
Genomic landscape of liver cancer||Zemin Zhang
HBV protein as a double-barrel shot-gun targets epigenetic landscape in liver cancer||Herceg Z,Paliwal A
The conserved scavenger receptor cysteine-rich superfamily in therapy and diagnosis||Martínez VG,Moestrup SK,Holmskov U,Mollenhauer J,Lozano F
An Atypical Oncogene Within the Atypical E2Fs||ÁlvarezFernández M,Malumbres M
Genomics and Signaling Pathways in Hepatocellular Carcinoma||
FAK in cancer-mechanistic findings and clinical applications||Sulzmaier FJ,Jean C,Schlaepfer DD
Cancer stem cells in the development of liver cancer||
Cell migration: Calcium flickers at the front / K Baumann||
Cells Turned On by the Flick of a Calcium Switch||
Molecular and genetic basis of sudden cardiac death||
MicroRNA regulation and cardiac calcium signaling role in cardiac disease and therapeutic potential||Masahide Harada,Xiaobin Luo,Toyoaki Murohara,Baofeng Yang,Dobromir Dobrev
Heart disease - Unmasking molecular mechanisms||
Ca(2 ) leak in atrial fibrillation: junctophilin-2 stabilizes ryanodine receptor||Hill JA,Diwan A
The junctophilin family of proteins: from bench to bedside||Andrew P. Landstrom,David L. Beavers,Xander H.T. Wehrens
Cardiovascular biology: heart fails without pump partner||Shenoy SK,Rockman HA
Electrochemical Methods for the Analysis of Clinically Relevant Biomolecules||Mahmoud Labib,Edward H. Sargent,Shana O. Kelley
Soluble CD146 displays angiogenic properties and promotes neovascularization in experimental hind-limb ischemia.||Harhouri K,Kebir A,Guillet B,FoucaultBertaud A,Voytenko S
CD146: a new partner for VEGFR2.||Wellbrock J,Fiedler W
Endothelial-binding, proinflammatory T cells identified by MCAM  (CD146) expression: Characterization and role in human||Dagur PK,McCoy JP Jr
Targeting CD146 with a 64Cu-labeled antibody enables in vivo immunoPET imaging of high-grade gliomas.||Yang Y,Hernandez R,Rao J,Yin L,Qu Y
Wnt5a Directs Polarized Calcium Gradients by Recruiting Cortical Endoplasmic Reticulum to the Cell Trailing Edge||Eric S. Witze,Mary Katherine Connacher,Stephane Houel,Michael P. Schwartz,Mary K. Morphew
Biochemistry, Physiology, and Pathophysiology of NADPH Oxidases in the Cardiovascular System.||Bernard Lassègue,Alejandra San Martín,Kathy K. Griendling
Melanoma cell adhesion molecule identifies encephalitogenic T lymphocytes and promotes their recruitment to the central nervous system.||Larochelle C,Cayrol R,Kebir H,Alvarez JI,Lécuyer MA
Large-scale characterization of DNA methylation changes in human gastric carcinomas with and without metastasis.||Liu Z,Zhang J,Gao Y,Pei L,Zhou J
Apolipoprotein A-I mimetic peptide 4F rescues pulmonary hypertension by inducing microRNA-193-3p.||Salil Sharma,Soban Umar,Francois Potus,Andrea Iorga,Gabriel Wong
Somatic and germline genetics at the JAK2 locus./Campbell PJ.||
Nonviral vector-mediated RNA interference: its gene silencing characteristics and important factors to achieve RNAi-based gene therapy.||Takahashi Y,Nishikawa M,Takakura Y
Bio-inspired, bioengineered and biomimetic drug delivery carriers.||Yoo JW,Irvine DJ,Discher DE,Mitragotri S
Network medicine: a network-based approach to human disease.||Loscalzo J
Sensitive and isothermal electrochemiluminescence gene-sensing of Listeria monocytogenes with hyperbranching rolling circle amplification technology.||Yi Long,Xiaoming Zhou,Da Xing
Comparative Screening of Digestion Tract Toxic Genes in Proteus mirabilis.||Shi Xiaolu,Lin Yiman,Qiu Yaqun,Li Yinghui,Jiang Min
Scaffold Proteins: Hubs for Controlling the Flow of Cellular Information.||Matthew C. Good,Jesse G. Zalatan,Wendell A. Lim
Structure of DDB1 in complex with a paramyxovirus V protein: Viral hijack of a propeller cluster in ubiquitin ligase||Li T,Chen X,Garbutt KC,Zhou P,Zheng N
Structural basis for hijacking CBF-beta and CUL5 E3 ligase complex by HIV-1 Vif||Yingying Guo,Liyong Dong,Xiaolin Qiu,Yishu Wang,Bailing Zhang
Evolutionary conflicts between viruses and restriction factors shape immunity.||Nisha K. Duggal,Michael Emerman
HIV Ringside views||
SAMHD1-mediated HIV-1 restriction in cells does not involve ribonuclease activity||Antonucci JM,St Gelais C,de Silva S,Yount JS,Tang C
Ubiquitous L1 Mosaicism in Hippocampal Neurons||KyleR. Upton,DanielJ. Gerhardt,J.Samuel Jesuadian,SandraR. Richardson,FranciscoJ. Sánchez-Luque
HIV/AIDS in Asia||
Micro RNAome Genome:A Treasure for Cancer Diagnosis and Therapy||Berindan‐Neagoe Ioana,Monroig Paloma del C,Pasculli Barbara,Calin George A
Both mature mi R-17-5p and passenger strand mi R-17-3p target TIMP3 and induce prostate tumor growth and invasion.||Yang X,Du WW,Li H,Liu F,Khorshidi A
Risk of a Second Primary Cancer after Non-melanoma Skin Cancer in White Men and Women:A Prospective Cohort Study.||Fengju Song Abrar A. Qureshi Edward L. Giovannucci Charlie S. Fuchs Wendy Y. Chen Meir J. Stampfer Jiali Han
Metabolomics in diagnosis and biomarker discovery of colorectal cancer.||Zhang A,Sun H,Yan G,Wang P,Han Y
Deciphering the epigenetic network in colorectal cancer||Gemma Domínguez
Multidimensional Proteomics Reveals a Role of UHRF2 in the Regulation of Epithelial-Mesenchymal Transition (EMT)||Lai M,Liang L,Chen J,Qiu N,Ge S
IQGAP1 suppresses TβRII-mediated myofibroblastic activation and metastatic growth in liver.||Chunsheng Liu,Daniel D. Billadeau,Haitham Abdelhakim,Edward Leof,Kozo Kaibuchi
Autoantibody signatures involving glycolysis and splicesome proteins precede a diagnosis of breast cancer among postmenopausal women.||Ladd JJ,Chao T,Johnson MM,Qiu J,Chin A
Interactions between innate and adaptive lymphocytes||Gasteiger G,Rudensky AY
Development, Differentiation, and Diversity of Innate Lymphoid Cells||Andreas Diefenbach,Marco Colonna,Shigeo Koyasu
Tissue residency of innate lymphoid cells in lymphoid and nonlymphoid organs||Georg Gasteiger,Xiying Fan,Stanislav Dikiy,Sue Y. Lee,Alexander Y. Rudensky
Cancer Immunosurveillance by Tissue-Resident Innate Lymphoid Cells and Innate-like T Cells||Dadi S,Chhangawala S,Whitlock BM,Franklin RA,Luo CT
Hallmarks of Tissue-Resident Lymphocytes||Fan X,Rudensky AY
Natural Killer Cell Memory||
Natural killer cell memory in infection,inflammation and cancer||Cerwenka A,Lanier LL
NK cells and type 1 innate lymphoid cells:partners in host defense||Spits H,Bernink JH,Lanier L
Oxygen Sensing, Homeostasis, and Disease||Semenza GL
Hypoxia-Inducible Factors in Physiology and Medicine||Gregg L. Semenza
Genes for High Altitudes||
Ten years of genetics and genomics: what have we achieved and where are we heading?||Edith Heard,Sarah Tishkoff,John A. Todd,Marc Vidal,Günter P. Wagner
Recent human adaptation: genomic approaches, interpretation and insights||Scheinfeldt LB,Tishkoff SA
High-Altitude Medicine||
Molecular biology of bladder cancer: new insights into pathogenesis and clinical diversity||Knowles MA,Hurst CD
Cancer’s Epigenome||
Lessons from the cancer genome||Garraway LA,Lander ES
Comprehensive molecular characterization of urothelial bladder carcinoma||The Cancer Genome Atlas Research Network
No cohesion for cohesin's role||Sarah Seton-Rogers
Comprehensive molecular characterization of clear cell renal cell carcinoma||Cancer Genome Atlas Research Network
Evolution of the cancer genome||
Cancer genome landscapes||
Design, Synthesis, and Characterization of Graphene-Nanoparticle Hybrid Materials for Bioapplications||Perry T. Yin,Shreyas Shah,Manish Chhowalla,KiBum Lee
Stable platinum nanoclusters on genomic DNA-graphene oxide with a high oxygen reduction reaction activity.||Jitendra N. Tiwari,Krishna Nath,Susheel Kumar,Rajanish N. Tiwari,K. Christian Kemp
Current Progress on the Chemical Modification of Carbon Nanotubes.||Karousis N,Tagmatarchis N,Tasis D
Carbon nanotube-nanocrystal heterostructures||
Marriage of Scintillator and Semiconductor for Synchronous Radiotherapy and Deep Photodynamic Therapy with Diminished Oxygen Dependence.||Zhang C,Zhao K,Bu W,Ni D,Liu Y
(Intra)Cellular Stability of Inorganic Nanoparticles: Effects on Cytotoxicity, Particle Functionality, and Biomedical Applications.||Soenen SJ,Parak WJ,Rejman J,Manshian B
Titanium Dioxide in the Service of the Biomedical Revolution.||Rajh T,Dimitrijevic NM,Bissonnette M,Koritarov T,Konda V
Metal nanoclusters: New fluorescent probes for sensors and bioimaging.||Libing Zhang,Erkang Wang
Interrogating Tumor Metabolism and Tumor Microenvironments Using Molecular Positron Emission Tomography Imaging. Theranostic Approaches to Improve Therapeutics||Jacobson O,Chen X
Switchable Fluorescent Imaging of Intracellular Telomerase Activity Using Telomerase-Responsive Mesoporous Silica  Nanoparticle.||Qian R,Ding L,Ju H
The delivery of therapeutic oligonucleotides||Juliano RL
Molecular Imaging of MDM2 Messenger RNA with99mTc-Labeled Antisense Oligonucleotides in Experimental Human Breast Cancer Xenografts.||Fu P,Shen B,Zhao C,Tian G
A Generalizable Strategy for Imaging pre-mRNA Levels in Living Subjects Using Spliceosome-Mediated RNA Trans-Splicing.||Walls ZF,Puttaraju M,Temple GF,Gambhir SS
Outstanding JNM Articles for 2007.||
Physics Applications in Nuclear Medicine: 2007||Stabin M,Brill AB
Tumor delivery of antisense oligomer using trastuzumabwithin a streptavidin nanoparticle.||Yi Wang,Xinrong Liu,Ling Chen
Short Stereoselective Synthesis of the Phytophthora Universal Mating Hormone α1 using Lithiation/Borylation Reactions||Pulis AP,Fackler P,Aggarwal VK
Intramolecular Donor-Acceptor Cyclopropane Ring-Opening Cyclizations.||Cavitt MA,Phun LH,France S
2-Azabicyclo[2.2.1]hept-5-en-3-one: Chemical Profile of a Versatile Synthetic Building Block and its Impact on the Development of Therapeutics.||Singh R,Vince R
Chemistry and Biology of Mycotoxins and Related Fungal Metabolites.||Bräse S,Encinas A,Keck J,Nising CF
Constructing Molecular Complexity and Diversity: Total Synthesis of Natural Products of Biological and Medicinal Importance.||Nicolaou KC,Hale CR,Nilewski C,Ioannidou HA
Construction of Vicinal All-Carbon Quaternary Stereocenters by Catalytic Asymmetric Alkylation Reaction of 3-Bromooxindoles with 3-Substituted Indoles: Total Synthesis of ( )-Perophoramidine.||Zhang H,Hong L,Kang H,Wang R
Total Synthesis of ( /-)-Gelsemoxonine.||Jun Shimokawa,Takaaki Harada,Satoshi Yokoshima,Tohru Fukuyama
Catalytic Asymmetric Synthesis of Pyrroloindolines via a Rhodium(II)-Catalyzed Annulation of Indoles.||Jillian E. Spangler,Huw M. L. Davies
Bioinorganic chemistry of Alzheimer's disease||Kepp KP
Iron, brain ageing and neurodegenerative disorders.||
Circuit dynamics of adaptive and maladaptive behaviour||Karl Deisseroth
Neuroscience： Spotlight on deep-brain stimulation||Benabid AL
Modeling kinetics of subcellular disposition of chemicals||
Understanding biophysicochemical interactions at the nano-bio interface||Andre E. Nel,Lutz Mädler,Darrell Velegol,Tian Xia,Eric M. V. Hoek
Structure of the human transferrin receptor-transferrin complex||Cheng Y,Zak O,Aisen P,Harrison SC,Walz T
Iron on the brain||
Effects of metabolic syndrome on masseter muscle of male Wistar rats||H Can Tükel,?zlem Alptekin,Belma Turan,Ertan Delilba??
Recent Advances in Cell Sheet Technology for Periodontal Regeneration||Wang J,Zhang R,Shen Y,Xu C,Qi S
Pharmacological investigations on cross adaptation in mice subjected to stress immobilization||Chauhan E,Bali A,Singh N,Singh Jaggi A
Manganese superoxide dismutase is required to maintain osteoclast differentiation and function under static force||Guo T,Zhang L,Konermann A,Zhou H,Jin F
Recent advances in the development of GTR/GBR membranes for periodontal regeneration—A materials perspective||Bottino MC,Thomas V,Schmidt G,Vohra YK,Chu TM
In situ guided tissue regeneration in musculoskeletal diseases and aging||
Role of nanostructured biopolymers and bioceramics in enamel, dentin and periodontal tissue regeneration||S. Sowmya,Joel D. Bumgardener,Krishna Prasad Chennazhi,Shantikumar V. Nair,R. Jayakumar
Arteriogenic Therapy by Intramyocardial Sustained Delivery of a Novel Growth Factor Combination Prevents Chronic Heart Failure||Sébastien Banquet,Elodie Gomez,Lionel Nicol,Florence EdwardsLévy,JeanPaul Henry
Aluminium chloride impairs long-term memory and downregulates cAMP-PKA-CREB signalling in rats||Zhang L,Jin C,Lu X,Yang J,Wu S
Nanotechnology-Based Drug Delivery Systems for Targeting, Imaging and Diagnosis of Neurodegenerative Diseases||Pehlivan SB
Necroptosis, in vivo detection in experimental disease models||Sandrine Jouan-Lanhouet,Franck Riquet,Linde Duprez,Tom Vanden Berghe,Nozomi Takahashi
Necroptosis, necrostatins and tissue injury||Smith Christopher C.T,Yellon Derek M
Oxidative stress and mitochondrial dysfunction in aluminium neurotoxicity and its amelioration: A review||Kumar V,Gill KD
Taking aim at Alzheimer’s disease through the mammalian target of rapamycin||Maiese K
The History, Status, Gaps, and Future Directions of Neurotoxicology in China||Cai T,Luo W,Ruan D,Wu YJ,Fox DA
The rhizome of Gastrodiaelata Blume – An ethnopharmacological review||Zhan HD,Zhou HY,Du XL,Sui YP,Wang WH
Integrated online virtual metrology and fault detection in plasma etch tools||Bo Lu,John Stuber,Thomas F. Edgar
The evolution and future of manufacturing: A review||Behzad Esmaeilian,Sara Behdad,Ben Wang
Cloud-enabled prognosis for manufacturing||R. Gao (),L. Wang (),R. Teti (),D. Dornfeld (),S. Kumara ()
Degradation-based maintenance decision using stochastic filtering for systems under imperfect maintenance||Mimi Zhang,Olivier Gaudoin,Min Xie
Reliability modeling and life estimation using an expectation maximization based Wiener  degradation model for momentum wheels||Hong Li,Donghui Pan,C. L. Philip Chen
Improved PLS focused on key-performance-indicator-related fault diagnosis||Shen Yin,Xiangping Zhu,Okyay Kaynak
Multispace total projection to latent structures and its application to online process monitoring||Chunhui Zhao,Youxian Sun
An improved exponential model for predicting remaining useful life of rolling element bearings||Naipeng Li,Yaguo Lei,Jing Lin,Steven X. Ding
Path loss exponent estimation for wireless sensor network localization||Guoqiang Mao,Brian D.O. Anderson,Barış Fidan
Data fusion of power and time measurements for mobile terminal location||M. McGuire,K.N. Plataniotis,A.N. Venetsanopoulos
Ordinal regression based sub-pixel shift estimation for video superresolution||Gupta Mithun Das,Rajaram Shyamsundar,Huang Thomas S,Petrovic Nemanja
Multi-metric learning for multi-sensor fusion based classification||Yanning Zhang,Haichao Zhang,Nasser M. Nasrabadi,Thomas S. Huang
Robust real-time myocardial border tracking for echocardiography: an information fusion approach||D. Comaniciu,X. S. Zhou,S. Krishnan
Multisensor fusion for linear control systems with asynchronous out of sequence and erroneous data||Eva Besada-Portas,Jose A. Lopez-Orozco,Juan Besada,Jesus M. de la Cruz
Decentralized Detection in Sensor Networks||Jean-François Chamberland,Venugopal Veeravalli
Distributed compressed sensing based joint detection and tracking for multistatic radar system||Liu Jing,Lian Feng,Mallick Mahendra
Finite time distributed distance-constrained shape stabilization and flocking control for d-dimensional undirected rigid formations||Sun Zhiyong) Shandong Computer Science Center (National Supercomputer Center in Jinan,Mou Shaoshuai,Deghat Mohammad,Anderson Brian D. O
Finite-time consensus of multiagent systems with a switching protocol||Xiaoyang Liu,James Lam,Wenwu Yu,Guanrong Chen
Cooperative control of multi-agent systems: optimal and adaptive design approaches||Lewis Frank L,Zhang Hongwei,Hengster-Movric Kristian,Das Abhijit
Distributed control of networked dynamical systems: Static feedback, integral action and consensus||Andreasson M,Dimarogonas D.V,Sandberg H,Johansson K.H
Reachability properties of single-input continuous-time positive switched systems||Maria Elena Valcher,Paolo Santesso
Collective motion||
Multi-agent systems with dynamical topologies: Consensus and applications||Yao Chen,Jinhu Lu,Xinghuo Yu,David J. Hill
Controllability of complex networks||
An improved LMI-based approach for stability of piecewise affine time-delay systems with uncertainty||Shiming Duan,Jun Ni,A. Galip Ulsoy
Delay-dependent robust stability and L2-gain analysis of a class of nonlinear time-delay systems||Coutinho Daniel F,de Souza Carlos E
A less conservative robust stability test for linear uncertain time-delay systems||Chong Lin,Qing-Guo Wang,Tong Heng Lee
Stabilization of a chain of integrators with an unknown delay in the input by adaptive output feedback||Ho-Lim Choi,Jong-Tae Lim
A note on Wirtinger-type integral inequalities for time-delay systems||Éva- Gyurkovics
New results on stabilization of Markovian jump systems with time delay||Zhongyang Fei,Huijun Gao,Peng Shi
Novel results on generalized dissipativity of two-dimensional digital filters||Choon Ki Ahn,Peng Shi,Hamid Reza Karimi
Extended dissipative analysis for neural networks with time-varying delays||Lee TH,Park MJ,Park JH,Kwon OM,Lee SM
Review: Optimization based data mining: theory and applications||
Comparative Issues In Large-Scale Mean-Variance Efficient Frontier Computation||Ralph E. Steuer,Yue Qi,Markus Hirschberger
Multistep Prediction of Physiological Tremor Based on Machine Learning for Robotics Assisted Microsurgery||Sivanagaraja Tatinati,Kalyana C. Veluvolu,Wei Tech Ang
Marginal semi-supervised sub-manifold projections with informative constraints for dimensionality reduction and recognition||Zhao Zhang,Mingbo Zhao,Tommy W.S. Chow
Robust Novelty Detection via Worst Case CVaR Minimization||Wang Y,Dang C,Wang S
Spatial probabilistic multi-criteria decision making for assessmentof flood management alternatives||Ebrahim Ahmadisharaf,Alfred J. Kalyanapu,Eun-Sung Chung
An exact algorithm for the multicriteria ordered clustering problem||Yves De Smet,Philippe Nemery,Ramkumar Selvaraj
Boundary properties of the inconsistency of pairwise comparisons in group decisions||Matteo Brunelli,Michele Fedrizzi
Fractional fuzzy adaptive sliding-mode control of a 2-DOF direct-drive robot arm||Efe Mehmet &xD,nder
PI adaptive fuzzy control with large and fast disturbance rejection for a class of uncertain nonlinear systems||Reza Shahnazi,Mohammad-R. Akbarzadeh-T
Consensus-based distributed cooperative learning control for a group of discrete-time nonlinear multi-agent systems using neural networks||Weisheng Chen,Shaoyong Hua,Shuzhi Sam Ge
Dynamic surface control using neural networks for a class of uncertain nonlinear systems with input saturation||Chen M,Tao G,Jiang B
Adaptive neural control of a class of output-constrained nonaffine systems||Wenchao Meng,Qinmin Yang,Jennie Si,Youxian Sun
An adaptive generalized predictive control method for nonlinear systems based on ANFIS and multiple models||Yajun Zhang,Tianyou Chai,Hong Wang,Jun Fu,Liyan Zhang
Improved results on statistic information control with a dynamic neural network identifier||Yang Yi,Wei Xing Zheng,Lei Guo
Approximation-based adaptive tracking control for MIMO nonlinear systems with input saturation||Zhou Q,Shi P,Tian Y,Wang M
Sequential Bayesian Sparse Signal Reconstruction Using Array Data||Christoph F. Mecklenbrauker,Peter Gerstoft,Ashkan Panahi,Mats Viberg
Key issues in decomposing fMRI during naturalistic and continuous music experience with independent component analysis||Cong F,Puoliväli T,Alluri V,Sipola T,Burunat I
CANDECOMP/PARAFAC model order selection based on Reconstruction Error in the presence of Kronecker structured colored noise||Pouryazdian Saeed,Beheshti Soosan,Krishnan Sridhar
Unsupervised Spectral Mixture Analysis of Highly Mixed Data With Hopfield Neural Network||
Residual Component Analysis of Hyperspectral Images—Application to Joint Nonlinear Unmixing and Nonlinearity Detection||Altmann Y,Dobigeon N,McLaughlin S,Tourneret JY
Energy-Efficient Cooperative Spectrum Sensing by Optimal Scheduling in Sensor-Aided Cognitive Radio Networks||Ruilong Deng,Jiming Chen,Chau Yuen,Peng Cheng,Youxian Sun
Adaptive Laplacian filtering for sensorimotor rhythm-based brain computer interfaces||Lu J,McFarland DJ,Wolpaw JR
Clustering by Nonnegative Matrix Factorization Using Graph Random Walk||Zhirong Yang,Tele Hao,Onur Dikmen,Xi Chen,Erkki Oja
Network-induced constraints in networked control systems-a survey||Lixian Zhang,Huijun Gao,Okyay Kaynak
A survey of recent results in networked control systems||Joo P. Hespanha,Payam Naghshtabrizi,Yonggang Xu
Improvement of state feedback controller design for networked control systems||Bin Tang,Guo-Ping Liu,Wei-Hua Gui
Robust H-infinity Fuzzy Output-Feedback Control With Multiple Probabilistic Delays and Multiple Missing Measurements||
Recent advances on fuzzy-model-based nonlinear networked control systems:a survey||Jianbin Qiu,Huijun Gao,Steven X. Ding) Institute for Automatic Control and Complex Systems (AKS
State of the art in research on microgrids: a review||Sina Parhizi,Hossein Lotfi,Amin Khodaei,Shay Bahramirad
A robust stability framework for LTI systems with time-varying sampling||Christophe Fiter,Laurentiu Hetel,Wilfrid Perruquetti,Jean-Pierre Richard
On improved robust stabilization of uncertain systems with unknown input delay||Chen Wu-Hua,Zheng Wei Xing
Adaptive Stabilization and Synchronization for Chaotic Lur’e Systems With Time-Varying Delay||Jianquan Lu,Jinde Cao,Daniel W. C. Ho
Self-tuning run to run optimization of fed-batch processes using unfold-PLS||Camacho Jos&eacute,Pic&oacute; Jes&uacute;s,Ferrer Alberto
Experimentally supported 2D systems based iterative learning control law design for error convergence and performance||Lukasz Hladowski,Krzysztof Galkowski,Zhonglun Cai,Eric Rogers,Chris T. Freeman
Geometric properties of partial least squares for process monitoring||Gang Li,S. Joe Qin,Donghua Zhou
Survey on data-driven industrial process monitoring and diagnosis||S. Joe Qin
Monitoring for Nonlinear Multiple Modes Process Based on LL-SVDD-MRDA||Wenli Du,Ying Tian,Feng Qian
Injection Molding Quality Control by Integrating Weight Feedback into a Cascade Closed-Loop Control System||Zhongbao Chen,Lih-Sheng Turng
Quality control using a multivariate injection molding sensor||Guthrie Gordon,David O. Kazmer,Xinyao Tang
Metamaterial Electromagnetic Wave Absorbers||
Manipulation of terahertz radiation using metamaterials||H.-T. Chen,J.F. O'Hara,A.K. Azad,A.J. Taylor
Oxide Electronics Utilizing Ultrafast Metal-Insulator Transitions||Zheng Yang,Changhyun Ko,Shriram Ramanathan
Spin–orbit torques in action||Brataas A,Hals KM
Valence state dependent room-temperature ferromagnetism in Fe-dopedceria nanocrystals||Z. D. DohčevićMitrović,N. Paunović,M. Radović,Z. V. Popović,B. Matović
Aliovalent doping of CeO2: DFT study of oxidation state and vacancy effects||Danny E. P. Vanpoucke,Patrick Bultinck,Stefaan Cottenier,Veronique Van Speybroeck,Isabel Van Driessche
Self-rectifying resistive-switching characteristics with ultralow operating  currents in SiOxNy||Jeong Yong Kwon,Ju Hyun Park,Tae Geun Kim
Review on advances in porous nanostructured nickel oxides and their composite electrodes for high-performance supercapacitors||Md Moniruzzaman Sk,Chee Yoon Yue,Kalyan Ghosh,Rajeeb Kumar Jena
Methods of integrating data to uncover genotype-phenotype interactions||Ritchie MD,Holzinger ER,Li R,Pendergrass SA,Kim D
Feature selection with Intelligent Dynamic Swarm and Rough Set||Changseok Bae,Wei-Chang Yeh,Yuk Ying Chung,Sin-Long Liu
Histone deacetylase inhibitors (HDACIs). Structureuactivity relationships: history and new QSAR perspectives||Pontiki Eleni,Hadjipavlou‐Litina Dimitra
Proximity-based frameworks for generating embeddings from multi-output data||Tingting Mu,John Yannis Goulermas,Jun'ichi Tsujii,Sophia Ananiadou
MIND-BEST: Web Server for Drugs and Target Discovery; Design, Synthesis, and Assay of MAO-B Inhibitors and Theoretical-Experimental Study of G3PDH Protein from Trichomonas gallinae||González-Díaz H,Prado-Prado F,García-Mera X,Alonso N,Abeijón P
Spectral–Spatial Classification for Hyperspectral Data Using Rotation Forests With Local Feature Extraction and Markov Random Fields||Junshi Xia,Jocelyn Chanussot,Peijun Du,Xiyan He
Essential proteins and possible therapeutic targets of Wolbachia endosymbiont and development of FiloBase-a comprehensive drug target database for Lymphatic filariasis||Om Prakash Sharma,Muthuvel Suresh Kumar
Stacked Neural Network Modeling Applied to the Synthesis of Polyacrylamide-Based Multicomponent Hydrogels||Leon Florin,Piuleac Ciprian George,Curteanu Silvia
Quadrature compressive sampling for radar signals||
Single image interpolation via adaptive nonlocal sparsity-based modeling||Romano Y,Protter M,Elad M
Efficient dictionary learning with sparseness-enforcing projections||Markus Thom,Matthias Rapp,Günther Palm
Learning super-resolution jointly from external and internal examples||Wang Z,Yang Y,Wang Z,Chang S,Yang J
Fenchel duality based dictionary learning for restoration of noisy images||
Geometry-aware neighborhood search for learning local models for image superresolution||Ferreira JC,Vural E,Guillemot C
From heuristic optimization to dictionary learning: a review and comprehensive comparison of image denoising algorithms||Ling Shao,Ruomei Yan,Xuelong Li,Yan Liu
Sparse representation for range data restoration||Mahmoudi M,Sapiro G
Data Analysis and Pattern Recognition in Multiple Databases||
Modified Algorithms for Synthesizing High-frequency Rules from Different Data Sources||Thirunavukkarasu Ramkumar,Rengaramanujam Srinivasan
Efficient Classification Across Multiple Database Relations: a Crossmine Approach||Xiaoxin Yin,Jiawei Han,Jiong Yang,Philip S. Yu
Neurodegenerative Disease Diagnosis using Incomplete Multi-modality Data via Matrix Shrinkage and Completion||KimHan Thung,ChongYaw Wee,PewThian Yap,Dinggang Shen
An Investigation of Missing Data Methods for Classification Trees Applied to Binary Response Data||Ding Yufeng,Simonoff Jeffrey S
A Survey of Cost-sensitive Decision Tree Induction Algorithms||Susan Lomax,Sunil Vadera
Classification of Imbalanced Data: a Review||YANMIN SUN,ANDREW K. C. WONG,MOHAMED S. KAMEL
Bellwether Analysis: Searching for Cost-Effective Query-Defined Predictors in Large Databases||Chen Bee-Chung,Ramakrishnan Raghu,Shavlik Jude W,Tamma Pradeep
Observer-based synchronization for a class of fractional chaotic systems via a scalar signal: Results involving the exact solution of the error dynamics||DONATO CAFAGNA,GIUSEPPE GRASSI
Hyperchaos in the fractional-order Rossler system with lowest-order||DONATO CAFAGNA,GIUSEPPE GRASSI
Robust synchronization of fractional chaotic systems via adaptive sliding mode control||Y.-S. Yang,J.-F. Chang,T.-L. Liao,J.-J. Yan
Some applications of fractional calculus in suppression of chaotic oscillations||
A general hybrid model for chaos robust synchronization and degradation reduction||Yashuang Deng,Hanping Hu,Naixue Xiong,Wei Xiong,Lingfeng Liu
Security analysis of the public key algorithm based on Chebyshev polynomials over the integer ring ZN||Fei Chen,Xiaofeng Liao,Tao Xiang,Hongying Zheng
Cryptanalysis of a one round chaos-based substitution permutation network||David Arroyo,Jesus Diaz,F.B. Rodriguez
DNA computer based algorithm for recyclable waste paper segregation||Mohammad Osiur Rahman,Aini Hussain,Edgar Scavino,M.A. Hannan,Hassan Basri
Carbon Nanotube-Inorganic Hybrids||
Localized Laser-Based Photohydrothermal Synthesis of Functionalized Metal-Oxides||Kwon Kyungmook,Shim Jaeho,Lee Jeong Oen,Choi Kyunghan,Yu Kyoungsik
Synthesis, optical properties, and chemical–biological sensing applications of one-dimensional inorganic semiconductor nanowires||Kenry,Chwee Teck Lim
ZnO Multipods, Submicron Wires, and Spherical Structures and Their Unique Field Emission Behavior||Niranjan S. Ramgir †,Dattatray J. Late ‡,Ashok B. Bhise ‡,Mahendra A. More ‡,Imtiaz S. Mulla †
Shape Matters: Anisotropy of the Morphology of Inorganic Colloidal Particles – Synthesis and Function||Polarz Sebastian
Zinc Oxide Nanorods Shielded with an Ultrathin Nickel Layer: Tailoring of Physical Properties||Mudusu Devika,Nandanapalli Koteeswara Reddy,Dugasani Sreekantha Reddy) Department of Physics and Sungkyunkwan Advanced Institute of Nanotechnology (SAINT,Park Sung Ha) Department of Physics and Sungkyunkwan Advanced Institute of Nanotechnology (SAINT,Tu Charles W
Probing the Optical Property and Electronic Structure of TiO2 Nanomaterials for Renewable Energy Applications||Kapilashrami M,Zhang Y,Liu YS,Hagfeldt A,Guo J
Intelligent Multifunctional VO2/SiO2/TiO2 Coatings for Self-Cleaning, Energy-Saving Window Panels||Michael J. Powell,Raul QuesadaCabrera,Alaric Taylor,Diana Teixeira,Ioannis Papakonstantinou
One-Dimensional Conducting Polymer Nanostructures: Bulk Synthesis and Applications||
Inorganic nanotubes||
Phase-engineered low-resistance contacts for ultrathin MoS2 transistors||Kappera R,Voiry D,Yalcin SE,Branch B,Gupta G
Multi-terminal transport measurements of MoS2 using a van der Waals heterostructure device platform||Cui X,Lee GH,Kim YD,Arefe G,Huang PY
Proton transport through one-atom-thick crystals||S. Hu,M. LozadaHidalgo,F. C. Wang,A. Mishchenko,F. Schedin
Charge density wave order in 1D mirror twin boundaries of single-layer MoSe2||Sara Barja,Sebastian Wickenburg,ZhenFei Liu,Yi Zhang,Hyejin Ryu
Soft Materials in Neuroengineering for Hard Problems in Neuroscience||Jeong,JaeWoong,Shin,Gunchul,Park
